pos,year,track_ID,artist_names,track_name,genres,danceability,energy,speechiness,acousticness,liveness,valence,tempo,duration_sec
987,2018,4iLqG9SeJSnt0cSPICSjxv,Charlie Puth,Attention,[pop],0.77,0.63,0.04,0.1,0.08,0.78,100.04,211.475
988,2018,2DQ1ITjI0YoLFzuADN1ZBW,G-Eazy,No Limit,[hip hop],0.84,0.77,0.24,0.01,0.09,0.41,175.96,245.386
989,2018,2771LMNxwf62FTAdpJMQfM,Cardi B,Bodak Yellow,[hip hop],0.93,0.72,0.11,0.07,0.35,0.46,125.02,223.962
990,2018,2RVrdr062uLFxXwIxwdXPH,Piso 21,Te Amo,[latin],0.85,0.72,0.07,0.02,0.24,0.63,98.01,201.122
991,2018,32DGGj6KlNuBr6WaqRxpxi,Charlie Puth,How Long,[pop],0.85,0.58,0.08,0.19,0.08,0.78,110.01,198.237
992,2018,6JjPBQfI2Y8nIjnm65X6Pw,Nicky Jam,X - Remix,[latin],0.66,0.7,0.1,0.06,0.08,0.74,180.11,235.746
993,2018,6WbADFqMvR8N5u0BvtsWQE,Avicii,Without You (feat. Sandro Cavazza),[Dance/Electronic],0.65,0.86,0.04,0,0.04,0.28,134.01,181.672
994,2018,3fpVWegR6YOS1Yk5HSMYIq,Post Malone,Paranoid,[hip hop],0.61,0.55,0.14,0.04,0.17,0.24,159.85,221.786
995,2018,1XM5PgxjpYcF0JuE9nfUbS,Sebastian Yatra,Por Perro,[latin],0.69,0.76,0.06,0.42,0.08,0.91,172.02,245.36
996,2018,5CtI0qwDJkDQGwXD1H1cLb,Luis Fonsi,Despacito - Remix,[latin],0.69,0.82,0.12,0.23,0.09,0.81,88.93,228.826
997,2018,19MBk3PbNFE36wqIqkMq9H,Alvaro Soler,La Cintura,[latin],0.7,0.84,0.08,0.03,0.38,0.79,100.04,205.209
998,2018,2JqnpexlO9dmvjUMCaLCLJ,Lukas Graham,Love Someone,[pop],0.55,0.42,0.05,0.16,0.11,0.27,172.07,205.463
999,2018,04MLEeAMuV9IlHEsD8vF6A,French Montana,No Stylist,[hip hop],0.77,0.7,0.13,0.02,0.23,0.5,147.06,192.172
1000,2018,6752EZMgXswvRBH3N2PilO,Ozuna,Unica,[latin],0.65,0.9,0.04,0.17,0.1,0.66,174.07,219.682
1001,2017,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,[pop],0.83,0.65,0.08,0.58,0.09,0.93,95.98,233.712
1002,2017,5CtI0qwDJkDQGwXD1H1cLb,Luis Fonsi  Daddy Yankee  Justin Bieber,Despacito - Remix,[latin],0.69,0.82,0.12,0.23,0.09,0.81,88.93,228.826
1003,2017,7wGoVu4Dady5GV0Sv4UIsx,Post Malone  21 Savage,rockstar (feat. 21 Savage),[hip hop],0.58,0.52,0.1,0.13,0.14,0.12,159.77,218.32
1004,2017,6uFsE1JgZ20EXyU0JQZbUR,Taylor Swift,Look What You Made Me Do,[pop],0.77,0.68,0.14,0.21,0.12,0.5,128.06,211.859
1005,2017,7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,[hip hop],0.91,0.62,0.1,0,0.1,0.42,150.01,177
1006,2017,3DXncPQOG4VBw3QHh3S817,DJ Khaled  Justin Bieber  Quavo  Chance the Rapper  Lil Wayne,Im the One (feat. Justin Bieber  Quavo  Chance the Rapper & Lil Wayne),[hip hop],0.61,0.67,0.04,0.06,0.17,0.81,80.92,288.6
1007,2017,6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,Castle on the Hill,[pop],0.46,0.83,0.1,0.02,0.14,0.47,135.01,261.153
1008,2017,0ofbQMrRDsUaVKq2mGLEAb,Camila Cabello  Young Thug,Havana (feat. Young Thug),[pop],0.77,0.52,0.03,0.19,0.1,0.42,104.99,216.896
1009,2017,6RUKPb4LETWmmr3iAEQktW,The Chainsmokers  Coldplay,Something Just Like This,[Dance/Electronic],0.62,0.64,0.03,0.05,0.16,0.45,103.02,247.16
1010,2017,7hDc8b7IXETo14hHIHdnhd,Drake,Passionfruit,[hip hop],0.81,0.46,0.04,0.26,0.11,0.36,111.98,298.94
1011,2017,2rb5MvYT7ZIxbKW5hfcHx8,J Balvin  Willy William,Mi Gente,[latin],0.54,0.68,0.1,0.01,0.13,0.29,103.81,189.44
1012,2017,1OAh8uOEOvTDqkKFsKksCi,DJ Khaled  Rihanna  Bryson Tiller,Wild Thoughts (feat. Rihanna & Bryson Tiller),[hip hop],0.67,0.67,0.07,0.03,0.12,0.63,97.98,204.173
1013,2017,3eR23VReFzcdmS7TYCrhCe,Kygo  Selena Gomez,It Aint Me (with Selena Gomez),[Dance/Electronic],0.64,0.53,0.07,0.12,0.09,0.52,99.97,220.78
1014,2017,0afhq8XCExXpqazXczTSve,Ed Sheeran,Galway Girl,[pop],0.62,0.88,0.1,0.07,0.33,0.78,99.94,170.826
1015,2017,6HZILIRieu8S0iqY8kIKhj,Kendrick Lamar,DNA.,[hip hop],0.64,0.52,0.36,0,0.08,0.42,139.91,185.946
1016,2017,3NdDpSvN911VPGivFlV5d0,ZAYN  Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),[pop],0.74,0.45,0.06,0.06,0.33,0.09,117.97,245.2
1017,2017,0mel2N9Ws9r4yLQn5QE21Y,Sam Smith,Too Good At Goodbyes,[pop],0.65,0.38,0.05,0.66,0.18,0.54,91.84,201
1018,2017,3A7qX2QjDlPnazUsRk5y0M,David Guetta  Justin Bieber,2U (feat. Justin Bieber),[Dance/Electronic],0.55,0.65,0.06,0.22,0.23,0.56,144.94,194.896
1019,2017,5UEnHoDYpsxlfzWLZIc7LD,Eminem  Ed Sheeran,River (feat. Ed Sheeran),[hip hop],0.76,0.75,0.47,0.17,0.08,0.69,90.05,221.013
1020,2017,72jbDTw1piOOj770jWNeaG,The Chainsmokers,Paris,[Dance/Electronic],0.65,0.66,0.03,0.02,0.09,0.22,99.99,221.506
1021,2017,0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,[pop],0.34,0.63,0.04,0.16,0.07,0.35,150.27,241.106
1022,2017,4aWmUDTfIPGksMNLV2rQP2,Luis Fonsi  Daddy Yankee,Despacito,[latin],0.66,0.79,0.17,0.21,0.11,0.85,177.83,228.2
1023,2017,7nZmah2llfvLDiUjm0kiyz,Justin Bieber  BloodPop®,Friends (with BloodPop®),[pop],0.74,0.74,0.04,0,0.31,0.65,104.99,189.466
1024,2017,1bhUWB0zJMIKr9yVPrkEuI,Ed Sheeran  Beyoncé,Perfect Duet (Ed Sheeran & Beyoncé),[pop],0.59,0.3,0.03,0.78,0.12,0.36,94.99,259.55
1025,2017,2ekn2ttSfGqwhhate0LSR0,Dua Lipa,New Rules,[pop],0.76,0.7,0.07,0,0.15,0.61,116.07,209.32
1026,2017,3rOSwuTsUlJp0Pu0MkN8r8,Future,Mask Off,[hip hop],0.83,0.43,0.43,0.01,0.17,0.28,150.06,204.6
1027,2017,5aAx2yezTd8zXrkmtKl66Z,The Weeknd  Daft Punk,Starboy,[R&B],0.68,0.59,0.28,0.17,0.13,0.54,186.05,230.453
1028,2017,3B54sVLJ402zGa6Xm4YGNe,French Montana  Swae Lee,Unforgettable,[hip hop],0.73,0.77,0.12,0.03,0.1,0.73,97.99,233.901
1029,2017,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,[pop],0.6,0.45,0.02,0.16,0.11,0.17,95.05,263.4
1030,2017,7EmGUiUaOSGDnUUQUDrOXC,Selena Gomez  Marshmello,Wolves,[pop],0.72,0.8,0.04,0.14,0.18,0.33,124.99,197.993
1031,2017,3hBBKuWJfxlIlnd9QFoC8k,Maroon 5  SZA,What Lovers Do (feat. SZA),[pop],0.8,0.62,0.07,0.08,0.09,0.39,110.01,199.849
1032,2017,5tz69p7tJuGPeMGwNTxYuV,Logic  Alessia Cara  Khalid,1-800-273-8255,[hip hop],0.62,0.57,0.05,0.57,0.19,0.36,100.02,250.173
1033,2017,0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,Thats What I Like,[pop],0.85,0.56,0.04,0.01,0.09,0.86,134.07,206.693
1034,2017,2RttW7RAu5nOAfq6YFvApB,Ed Sheeran,Happier,[pop],0.52,0.39,0.03,0.54,0.14,0.24,89.79,207.52
1035,2017,7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers  Halsey,Closer,[Dance/Electronic],0.75,0.52,0.03,0.41,0.11,0.66,95.01,244.96
1036,2017,43ZyHQITOjhciSUUNPVRHc,Lil Pump,Gucci Gang,[hip hop],0.94,0.52,0.06,0.24,0.12,0.7,119.89,124.055
1037,2017,5bcTCxgc7xVfSaMV3RuVke,Calvin Harris  Pharrell Williams  Katy Perry  Big Sean  Funk Wav,Feels (feat. Pharrell Williams  Katy Perry & Big Sean),[Dance/Electronic],0.89,0.75,0.06,0.06,0.09,0.87,101.02,223.413
1038,2017,0dA2Mk56wEzDgegdC6R17g,Zedd  Alessia Cara,Stay,[Dance/Electronic],0.68,0.63,0.07,0.23,0.12,0.5,102.01,210.09
1039,2017,4iLqG9SeJSnt0cSPICSjxv,Charlie Puth,Attention,[pop],0.77,0.63,0.04,0.1,0.08,0.78,100.04,211.475
1040,2017,5knuzwU65gJK7IF5yJsuaW,Clean Bandit  Sean Paul  Anne-Marie,Rockabye (feat. Sean Paul & Anne-Marie),[Dance/Electronic],0.72,0.76,0.05,0.41,0.18,0.74,101.97,251.088
1041,2017,6SwRhMLwNqEi6alNPVG00n,Kendrick Lamar  Rihanna,LOYALTY. FEAT. RIHANNA.,[hip hop],0.66,0.54,0.06,0.03,0.2,0.42,110.68,227.36
1042,2017,3ebXMykcMXOcLeJ9xZ17XH,Martin Garrix  Dua Lipa,Scared to Be Lonely,[Dance/Electronic],0.58,0.54,0.06,0.09,0.26,0.2,137.97,220.883
1043,2017,1j4kHkkpqZRBwE0A4CN4Yv,ZAYN  Sia,Dusk Till Dawn (feat. Sia) - Radio Edit,[pop],0.26,0.44,0.04,0.1,0.11,0.1,180.04,239
1044,2017,51ChrwmUPDJvedPQnIU8Ls,Ed Sheeran,Dive,[pop],0.76,0.39,0.04,0.36,0.1,0.53,134.94,238.44
1045,2017,79cuOz3SPQTuFrp8WgftAu,Shawn Mendes,Theres Nothing Holdin Me Back,[pop],0.86,0.8,0.06,0.38,0.09,0.97,122,199.44
1046,2017,1sCxVKWImDZSZKvG0U9B23,Selena Gomez,Bad Liar,[pop],0.95,0.41,0.07,0.18,0.08,0.72,121.07,214.647
1047,2017,1EaKU4dMbesXXd3BrLCtYG,Kendrick Lamar,ELEMENT.,[hip hop],0.75,0.71,0.49,0.2,0.25,0.48,189.89,208.733
1048,2017,6kex4EBAj0WHXDKZMEJaaF,Jason Derulo  Nicki Minaj  Ty Dolla $ign,Swalla (feat. Nicki Minaj & Ty Dolla $ign),[Dance/Electronic],0.7,0.82,0.11,0.08,0.19,0.78,98.06,216.408
1049,2017,2habSXqcJGExM6JJyskY7O,Miley Cyrus,Malibu,[pop],0.57,0.78,0.05,0.06,0.08,0.4,140,231.905
1050,2017,5HDPtsnyb3maFmPL8LLUTG,Ed Sheeran,New Man,[pop],0.78,0.75,0.15,0.06,0.06,0.86,94.03,189.28
1051,2017,2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,[pop],0.74,0.48,0.03,0.19,0.36,0.95,107.68,262.96
1052,2017,6520aj0B4FSKGVuKNsOCOi,Katy Perry  Skip Marley,Chained To The Rhythm,[pop],0.45,0.8,0.17,0.07,0.15,0.46,189.8,237.734
1053,2017,1x5sYLZiu9r5E43kMlt9f8,Clean Bandit  Zara Larsson,Symphony (feat. Zara Larsson),[Dance/Electronic],0.71,0.63,0.06,0.26,0.14,0.46,122.86,212.459
1054,2017,0tKcYR2II1VCQWT79i5NrW,Imagine Dragons,Thunder,[modern rock  rock],0.6,0.81,0.05,0.01,0.16,0.3,167.88,187.146
1055,2017,2pJZ1v8HezrAoZ0Fhzby92,Ed Sheeran,What Do I Know?,[pop],0.84,0.49,0.04,0.25,0.26,0.9,115.09,237.333
1056,2017,6EpRaXYhGOB3fj4V2uDkMJ,Liam Payne  Quavo,Strip That Down (feat. Quavo),[pop],0.87,0.49,0.05,0.25,0.08,0.53,106.03,204.502
1057,2017,7vGuf3Y35N4wmASOKLUVVU,Marshmello  Khalid,Silence,[Dance/Electronic],0.52,0.76,0.09,0.26,0.17,0.29,141.97,180.822
1058,2017,6mrKP2jyIQmM0rw6fQryjr,NF,Let You Down,[hip hop],0.66,0.72,0.11,0.33,0.17,0.44,148.02,212.12
1059,2017,4pdPtRcBmOSQDlJ3Fk945m,DJ Snake  Justin Bieber,Let Me Love You,[Dance/Electronic],0.48,0.72,0.06,0.08,0.12,0.14,199.86,205.946
1060,2017,25C5CowdsfXld2jJanbiex,Demi Lovato,Sorry Not Sorry,[pop],0.7,0.64,0.24,0.03,0.26,0.87,144.08,203.76
1061,2017,2eMwDehkIC1j68U6FA3Eiq,Lil Uzi Vert,XO Tour Llif3,[hip hop],0.73,0.75,0.23,0,0.11,0.4,155.1,182.706
1062,2017,5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Wont Let Go,[pop],0.36,0.56,0.06,0.7,0.09,0.49,85.04,211.466
1063,2017,1zsG4eaZmkA1dvjDDsAGLK,Luis Fonsi  Demi Lovato,Échame La Culpa,[latin],0.72,0.9,0.04,0.03,0.1,0.64,96.02,173.72
1064,2017,6PJ8FF6UR8FZXfEvpHkIVN,Ed Sheeran,How Would You Feel (Paean),[latin],0.62,0.44,0.03,0.42,0.13,0.24,139.98,280.533
1065,2017,0NiXXAI876aGImAd6rTj8w,Jonas Blue  William Singe,Mama,[Dance/Electronic],0.74,0.79,0.04,0.09,0.05,0.55,104.02,181.614
1066,2017,4Km5HrUvYTaSUfiSGPJeQR,Migos  Lil Uzi Vert,Bad and Boujee (feat. Lil Uzi Vert),[hip hop],0.93,0.67,0.24,0.06,0.12,0.17,127.08,343.15
1067,2017,6D0b04NJIKfEMg040WioJQ,Julia Michaels,Issues,[pop],0.71,0.43,0.09,0.41,0.06,0.42,113.8,176.32
1068,2017,5GXAXm5YOmYT0kL5jHvYBt,The Weeknd  Daft Punk,I Feel It Coming,[R&B],0.77,0.82,0.12,0.43,0.07,0.59,92.99,269.186
1069,2017,2bjwRfXMk4uRgOD9IBYl9h,Drake  Quavo  Travis Scott,Portland,[hip hop],0.93,0.44,0.26,0.02,0.28,0.35,136.08,236.614
1070,2017,7tr2za8SQg2CI8EDgrdtNl,Calvin Harris  Frank Ocean  Migos  Funk Wav,Slide (feat. Frank Ocean & Migos),[Dance/Electronic],0.74,0.8,0.05,0.5,0.25,0.51,104.07,230.813
1071,2017,5MFzQMkrl1FOOng9tq6R9r,Maroon 5  Kendrick Lamar,Dont Wanna Know (feat. Kendrick Lamar),[pop],0.78,0.62,0.08,0.34,0.1,0.45,100.05,214.48
1072,2017,5Ohxk2dO5COHF1krpoPigN,Harry Styles,Sign of the Times,[pop],0.52,0.6,0.03,0.03,0.11,0.22,119.97,340.706
1073,2017,343YBumqHu19cGoGARUTsd,Drake,Fake Love,[hip hop],0.93,0.48,0.29,0.11,0.18,0.61,134.01,210.937
1074,2017,5k38wzpLb15YgncyWdTZE4,G-Eazy  Halsey,Him & I (with Halsey),[hip hop],0.59,0.73,0.09,0.05,0.31,0.19,87.91,268.866
1075,2017,6PGoSes0D9eUDeeAafB2As,Kendrick Lamar  Zacari,LOVE. FEAT. ZACARI.,[hip hop],0.8,0.59,0.09,0.26,0.15,0.78,126.06,213.4
1076,2017,7oolFzHipTMg2nL7shhdz2,Ed Sheeran,Eraser,[pop],0.64,0.81,0.08,0.09,0.05,0.91,86.01,227.426
1077,2017,19WjVVgXjdKXfLXoaDPwTM,Taylor Swift,..Ready For It?,[pop],0.62,0.77,0.14,0.06,0.16,0.41,160.05,208.198
1078,2017,0CokSRCu5hZgPxcZBaEzVE,Macklemore  Skylar Grey,Glorious (feat. Skylar Grey),[hip hop],0.73,0.79,0.05,0.03,0.11,0.36,139.99,220.454
1079,2017,4VuS959DSpr82t3qBqCrWG,Ed Sheeran,Supermarket Flowers,[pop],0.59,0.24,0.04,0.91,0.09,0.26,89.75,221.106
1080,2017,4BHSjbYylfOH5WAGusDyni,Kendrick Lamar,YAH.,[hip hop],0.67,0.7,0.2,0.58,0.23,0.65,69.99,160.293
1081,2017,3Lfiu5sZ4M4B6JaKMBc0FU,Ed Sheeran,Barcelona,[pop],0.75,0.76,0.19,0.45,0.15,0.68,99.98,191.146
1082,2017,0qYTZCo5Bwh1nsUFGZP3zn,Maluma,Felices los 4,[latin],0.76,0.79,0.15,0.23,0.35,0.74,93.97,229.848
1083,2017,75ZvA4QfFiZvzhj2xkaWAh,Post Malone,I Fall Apart,[hip hop],0.56,0.54,0.04,0.07,0.2,0.29,143.95,223.346
1084,2017,05KOgYg8PGeJyyWBPi5ja8,Drake,Free Smoke,[hip hop],0.74,0.49,0.44,0.07,0.57,0.2,141.98,218.673
1085,2017,7F9vK8hNFMml4GtHsaXui6,Louis Tomlinson  Bebe Rexha  Digital Farm Animals,Back to You (feat. Bebe Rexha & Digital Farm Animals),[pop],0.68,0.53,0.14,0.21,0.39,0.65,75.02,190.427
1086,2017,5b2QnYcT9rQIkhRWt4HztQ,Eminem  Beyoncé,Walk On Water (feat. Beyoncé),[hip hop],0.49,0.6,0.19,0.8,0.58,0.61,84,303.781
1087,2017,78rIJddV4X0HkNAInEcYde,Starley  Ryan Riback,Call on Me - Ryan Riback Remix,[Dance/Electronic],0.67,0.84,0.04,0.06,0.16,0.72,105,222.04
1088,2017,5Gd19NupVe5X8bAqxf9Iaz,Taylor Swift,Gorgeous,[pop],0.79,0.53,0.18,0.07,0.22,0.43,91.98,209.68
1089,2017,2dfHh7ECGxfNqZTQno09Vk,Ed Sheeran,Hearts Dont Break Around Here,[pop],0.6,0.37,0.03,0.72,0.16,0.18,105.18,248.413
1090,2017,0CcQNd8CINkwQfe1RDtGV6,Imagine Dragons,Believer,[rock],0.78,0.79,0.11,0.05,0.14,0.71,124.98,204.346
1091,2017,6b8Be6ljOzmkOmFslEb23P,Bruno Mars,24K Magic,[pop],0.82,0.8,0.08,0.03,0.15,0.63,106.97,225.983
1092,2017,6jA8HL9i4QGzsj6fjoxp8Y,Martin Garrix  Troye Sivan,There for You,[Dance/Electronic],0.61,0.64,0.06,0.12,0.12,0.13,105.97,221.904
1093,2017,2Gl0FzuLxflY6nPifJp5Dr,Kygo  Ellie Goulding,First Time,[Dance/Electronic],0.63,0.59,0.11,0.2,0.1,0.68,90.07,193.511
1094,2017,4iYRa2btalAzPZoSYfROqF,Kendrick Lamar  U2,XXX. FEAT. U2.,[hip hop],0.57,0.62,0.41,0.14,0.11,0.29,170.12,254.2
1095,2017,3PEgB3fkiojxms35ntsTgs,Axwell /\ Ingrosso,More Than You Know,[Dance/Electronic],0.64,0.74,0.04,0.03,0.26,0.54,123.07,203
1096,2017,7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,[hip hop],0.87,0.39,0.24,0.47,0.3,0.44,134.02,119.133
1097,2017,2LTlO3NuNVN70lp2ZbVswF,Kendrick Lamar,FEEL.,[hip hop],0.75,0.8,0.35,0.14,0.14,0.55,109.97,214.826
1098,2017,6mICuAdrwEjh6Y6lroV2Kg,Shakira  Maluma,Chantaje (feat. Maluma),[latin],0.85,0.77,0.08,0.19,0.16,0.91,102.03,195.84
1099,2017,6fujklziTHa8uoM5OQSfIo,Rae Sremmurd  Gucci Mane,Black Beatles,[hip hop],0.79,0.63,0.06,0.14,0.13,0.36,145.93,291.893
1100,2017,6Na5uKk5SsqZimk0hAWo8y,Drake,Signs,[hip hop],0.79,0.74,0.05,0.11,0.11,0.22,107.37,234.373
1101,2017,35QZaWQRkmnAVqBF1TLCxQ,Ed Sheeran,Nancy Mulligan,[pop],0.68,0.85,0.03,0.12,0.09,0.86,101.99,179.786
1102,2017,1xznGGDReH1oQq0xzbwXa3,Drake  Wizkid  Kyla,One Dance,[hip hop],0.79,0.62,0.05,0.01,0.35,0.37,103.99,173.986
1103,2017,5NNlUMcOEOdoOIwwaWXv0k,Maroon 5  Future,Cold (feat. Future),[pop],0.7,0.72,0.11,0.14,0.05,0.5,99.92,234.308
1104,2017,5Z3GHaZ6ec9bsiI5BenrbY,Khalid,Young Dumb & Broke,[pop],0.8,0.54,0.04,0.2,0.17,0.39,136.95,202.546
1105,2017,2XlHu0HcujBCkWMdIAvrqt,Drake,Blem,[hip hop],0.73,0.54,0.05,0.05,0.1,0.38,98.07,216.557
1106,2017,0gbBzIqrECJOEPvQJIBFs5,Lorde,Green Light,[indie pop],0.62,0.71,0.1,0.02,0.08,0.24,128.92,234.652
1107,2017,7fwXWKdDNI5IutOMc5OKYw,J Balvin  Willy William  Beyoncé,Mi Gente (feat. Beyoncé),[latin],0.71,0.71,0.08,0.02,0.25,0.43,105,209.733
1108,2017,6IZvVAP7VPPnsGX6bvgkqg,Kendrick Lamar,PRIDE.,[hip hop],0.67,0.54,0.06,0.08,0.15,0.37,138.84,275.253
1109,2017,3a1lNhkSLSkpJE4MSHpDu9,Post Malone  Quavo,Congratulations,[hip hop],0.63,0.8,0.04,0.22,0.25,0.49,123.15,220.293
1110,2017,0XLOf9LhyazPX9Ld8jPiUq,Selena Gomez  Gucci Mane,Fetish (feat. Gucci Mane),[pop],0.71,0.61,0.06,0.02,0.06,0.31,123.04,186.112
1111,2017,0wfbD5rAksdXUzRvMfM3x5,The Chainsmokers,The One,[Dance/Electronic],0.76,0.3,0.03,0.24,0.29,0.15,99.99,177.573
1112,2017,3EmmCZoqpWOTY1g2GBwJoR,Steve Aoki  Louis Tomlinson,Just Hold On,[Dance/Electronic],0.65,0.93,0.08,0,0.06,0.37,114.99,198.774
1113,2017,00lNx0OcTJrS3MKHcB80HY,Jax Jones  RAYE,You Dont Know Me (feat. RAYE),[Dance/Electronic],0.88,0.67,0.14,0.16,0.19,0.68,124.01,213.946
1114,2017,6UjfByV1lDLW0SOVQA4NAi,Drake,Gyalchester,[hip hop],0.88,0.39,0.06,0.03,0.09,0.12,131.02,189.229
1115,2017,1PSBzsahR2AKwLJgx8ehBj,Machine Gun Kelly  Camila Cabello,Bad Things (with Camila Cabello),[hip hop],0.7,0.69,0.15,0.21,0.19,0.31,137.85,239.293
1116,2017,0Qh38w01QRXK6KHIv0e3hb,P!nk,What About Us,[pop],0.49,0.59,0.05,0.03,0.09,0.19,113.61,269.6
1117,2017,1NDxZ7cFAo481dtYWdrUnR,Maggie Lindemann  Cheat Codes  CADE,Pretty Girl - Cheat Codes X CADE Remix,[indie pop],0.7,0.87,0.03,0.15,0.1,0.73,121.03,193.613
1118,2017,2771LMNxwf62FTAdpJMQfM,Cardi B,Bodak Yellow,[hip hop],0.93,0.72,0.11,0.07,0.35,0.46,125.02,223.962
1119,2017,6CfrYuD3YRDYdYvH9jNtXY,Drake  Giggs,No Long Talk,[hip hop],0.91,0.61,0.23,0.07,0.53,0.58,97.06,149.568
1120,2017,0Zbbxnx4SGGHoIow4PpISP,Kygo  Justin Jesso,Stargazing,[Dance/Electronic],0.68,0.5,0.08,0.15,0.09,0.42,99.14,236.853
1121,2017,6SznMYPQJHzr3IwsAHLId2,Ed Sheeran,Bibia Be Ye Ye,[pop],0.74,0.68,0.08,0.52,0.13,0.88,127.07,176.746
1122,2017,06FCvd7rrRcF3DdvWH5Isp,Kendrick Lamar,LUST.,[hip hop],0.68,0.56,0.51,0.19,0.1,0.57,94.24,307.88
1123,2017,32DGGj6KlNuBr6WaqRxpxi,Charlie Puth,How Long,[pop],0.85,0.58,0.08,0.19,0.08,0.78,110.01,198.237
1124,2017,1louJpMmzEicAn7lzDalPW,Cheat Codes  Demi Lovato,No Promises (feat. Demi Lovato),[Dance/Electronic],0.74,0.67,0.13,0.06,0.11,0.6,112.96,223.503
1125,2017,7y6c07pgjZvtHI9kuMVqk1,Drake  Black Coffee  Jorja Smith,Get It Together,[hip hop],0.78,0.72,0.05,0.09,0.1,0.85,123.01,250.337
1126,2017,42CeaId2XNlxugDvyqHfDf,Post Malone,Candy Paint,[hip hop],0.77,0.69,0.08,0.63,0.07,0.43,90.01,229.573
1127,2017,6DNtNfH8hXkqOX1sjqmI7p,Major Lazer  Justin Bieber  MØ,Cold Water (feat. Justin Bieber & MØ),[Dance/Electronic],0.61,0.8,0.04,0.07,0.16,0.5,92.94,185.351
1128,2017,6WbADFqMvR8N5u0BvtsWQE,Avicii  Sandro Cavazza,Without You (feat. Sandro Cavazza),[Dance/Electronic],0.65,0.86,0.04,0,0.04,0.28,134.01,181.672
1129,2017,5AEtlRudpgdT5FtNiuly6Y,Hailee Steinfeld  Alesso  Florida Georgia Line  WATT,Let Me Go (with Alesso  Florida Georgia Line & watt),[pop],0.66,0.72,0.06,0.04,0.08,0.71,103.04,174.8
1130,2017,2EEeOnHehOozLq4aS0n6SL,KYLE  Lil Yachty,iSpy (feat. Lil Yachty),[pop],0.75,0.65,0.29,0.38,0.23,0.67,75.02,253.106
1131,2017,6QgjcU0zLnzq5OrUoSZ3OK,Portugal. The Man,Feel It Still,[rock],0.8,0.8,0.05,0.04,0.07,0.75,79.03,163.253
1132,2017,2fQrGHiQOvpL9UgPvtYy6G,21 Savage,Bank Account,[hip hop],0.88,0.35,0.35,0.02,0.09,0.38,75.02,220.306
1133,2017,04DwTuZ2VBdJCCC5TROn7L,Martin Garrix  Bebe Rexha,In the Name of Love,[Dance/Electronic],0.49,0.49,0.04,0.06,0.34,0.2,133.89,195.84
1134,2017,60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,[metal],0.56,0.86,0.06,0.01,0.21,0.4,105.14,216.88
1135,2017,0fg8CqpjdojMyXLNzM2PaJ,Major Lazer  PARTYNEXTDOOR  Nicki Minaj,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),[Dance/Electronic],0.8,0.74,0.07,0.11,0.1,0.67,108.01,203.18
1136,2017,6TIU9Ehmi6dMzZK73Ym4yj,Ed Sheeran,Save Myself,[pop],0.55,0.29,0.04,0.85,0.23,0.48,78.84,247.106
1137,2017,6De0lHrwBfPfrhorm9q1Xl,Danny Ocean,Me Rehúso,[latin],0.74,0.8,0.07,0.02,0.05,0.43,104.82,205.714
1138,2017,1hvpDAxZPKjKztOc72sv06,Band Aid,Do They Know Its Christmas? - 1984 Version,[pop],0.6,0.64,0.04,0.16,0.1,0.35,115.41,222.533
1139,2017,1n4jwRVXdkK2U34nBDUKKT,Kendrick Lamar,BLOOD.,[hip hop],0.36,0.24,0.27,0.14,0.55,0.49,156.91,118.066
1140,2017,0lLdorYw7lVrJydTINhWdI,Michael Bublé,Its Beginning to Look a Lot like Christmas,[pop],0.34,0.21,0.04,0.91,0.34,0.36,94.78,206.639
1141,2017,5hYTyyh2odQKphUbMqc5gN,Alessia Cara,How Far Ill Go - From Vaiana,[R&B],0.31,0.56,0.37,0.16,0.07,0.16,179.67,175.517
1142,2017,0SGkqnVQo9KPytSri1H6cF,Big Sean,Bounce Back,[hip hop],0.78,0.58,0.14,0.11,0.13,0.27,81.5,222.36
1143,2017,76gUmNLXGQVOsGhfcshkFP,Drake,Madiba Riddim,[hip hop],0.84,0.52,0.17,0.25,0.61,0.33,105.99,205.162
1144,2017,4lESS6vuruP6a79KWRaQou,Maluma  Nego do Borel,Corazón (feat. Nego do Borel),[latin],0.87,0.77,0.12,0.28,0.16,0.77,98.99,184.066
1145,2017,7i2DJ88J7jQ8K7zqFX2fW8,Halsey,Now Or Never,[pop],0.67,0.59,0.04,0.11,0.13,0.45,110.03,214.801
